event_id,event_type,event_time,ingest_time,advertiser_id,campaign_id,placement,device,geo,media_cost,currency,viewability
evt_88817894,impression,2026-06-04 11:38:50+05:30,2026-06-04T13:45:00Z,adv_1109,cmp_1109_3,banner_300x250,ctv,SG,0.0176,USD,0.92
evt_87817701,click,2026-06-04 15:26:57+05:30,2026-06-04T15:27:48Z,adv_1130,cmp_1130_2,banner_300x250,desktop,GB,0.0683,INR,0.77
evt_8681756e,impression,2026-06-04 00:24:00+05:30,2026-06-04T12:41:17Z,adv_1123,cmp_1123_1,banner_300x250,mobile,GB,0.0054,USD,0.46
evt_858173db,impression,2026-06-04 20:35:39+05:30,2026-06-04T16:50:37Z,adv_1172,cmp_1172_2,preroll,tablet,unknown,0.0112,INR,0.99
evt_84817248,impression,2026-06-04 13:29:24+05:30,2026-06-04T10:57:39Z,adv_1165,cmp_1165_1,preroll,mobile,GB,0.0121,INR,0.64
evt_838170b5,impression,2026-06-04 19:29:49+05:30,2026-06-04T04:08:49Z,adv_1116,cmp_1116_3,banner_300x250,desktop,US,0.0078,USD,0.98
evt_82816f22,impression,2026-06-04 19:14:18+05:30,2026-06-04T18:23:54Z,adv_1186,cmp_1186_1,banner_728x90,tablet,GB,0.0188,INR,0.44
evt_f1845c76,click,2026-06-04 09:16:25+05:30,2026-06-04T10:06:59Z,adv_1172,cmp_1172_3,banner_300x250,mobile,,0.5973,INR,0.97
evt_f2845e09,impression,2026-06-04 08:03:16+05:30,2026-06-04T07:46:03Z,adv_1165,cmp_1165_3,banner_300x250,tablet,IN,0.0116,USD,0.44
evt_ef845950,impression,2026-06-04 20:00:50+05:30,2026-06-04T23:40:51Z,adv_1179,cmp_1179_3,banner_728x90,ctv,SG,0.0191,USD,0.67
evt_f0845ae3,impression,2026-06-04 16:14:08+05:30,2026-06-04T02:35:30Z,adv_1116,cmp_1116_1,banner_300x250,ctv,SG,0.0072,USD,0.57
evt_f58462c2,impression,2026-06-04 03:30:15+05:30,2026-06-04T02:01:09Z,adv_1130,cmp_1130_3,banner_728x90,desktop,CA,0.0151,USD,0.98
evt_f6846455,impression,2026-06-04 17:32:14+05:30,2026-06-04T20:28:44Z,adv_1179,cmp_1179_2,banner_300x250,desktop,,0.0108,USD,0.54
evt_f3845f9c,impression,2026-06-04 18:52:56+05:30,2026-06-04T14:18:08Z,adv_1109,cmp_1109_2,native_feed,desktop,GB,0.0134,USD,0.79
evt_f484612f,impression,2026-06-04 01:01:20+05:30,2026-06-04T06:28:49Z,adv_1123,cmp_1123_2,preroll,tablet,GB,0.0045,USD,0.79
evt_f984690e,impression,2026-06-04 18:41:49+05:30,2026-06-06T03:00:20Z,adv_1179,cmp_1179_3,banner_728x90,ctv,SG,-0.0140,USD,0.94
evt_fa846aa1,impression,2026-06-04 18:49:43+05:30,2026-06-04T00:20:43Z,adv_1123,cmp_1123_2,interstitial,mobile,unknown,0.0172,USD,0.86
evt_f786a47f,impression,2026-06-04 21:33:00+05:30,2026-06-04T17:03:16Z,adv_1109,cmp_1109_3,preroll,desktop,,0.0006,USD,0.76
evt_f686a2ec,impression,2026-06-04 22:20:42+05:30,2026-06-04T15:48:34Z,adv_1109,cmp_1109_1,banner_728x90,mobile,DE,0.0060,INR,0.69
evt_f986a7a5,impression,2026-06-04 18:14:09+05:30,2026-06-04T22:33:55Z,adv_1172,cmp_1172_3,native_feed,ctv,DE,0.0188,USD,0.97
evt_f886a612,impression,2026-06-04 23:32:47+05:30,2026-06-04T02:21:57Z,adv_1186,cmp_1186_3,banner_300x250,desktop,unknown,0.0029,INR,0.93
evt_f3869e33,impression,2026-06-04 09:35:43+05:30,2026-06-05T05:46:11Z,adv_1179,cmp_1179_2,native_feed,ctv,,0.0172,USD,0.55
evt_f2869ca0,impression,2026-06-04 13:31:19+05:30,2026-06-04T07:55:15Z,adv_1116,cmp_1116_3,banner_728x90,mobile,,0.0167,USD,0.87
evt_f586a159,impression,2026-06-04 04:56:47+05:30,2026-06-04T12:16:00Z,adv_1109,cmp_1109_3,banner_300x250,tablet,CA,0.0162,INR,0.69
evt_f4869fc6,impression,2026-06-04 05:33:38+05:30,2026-06-04T19:54:38Z,adv_1116,cmp_1116_2,banner_728x90,mobile,AU,0.0002,USD,0.44
evt_ff86b117,impression,2026-06-04 20:08:08+05:30,2026-06-04T18:12:05Z,adv_1109,cmp_1109_1,banner_728x90,mobile,DE,0.0059,USD,0.84
evt_fe86af84,impression,2026-06-04 09:36:49+05:30,2026-06-04T12:26:56Z,adv_1123,cmp_1123_1,native_feed,desktop,IN,0.0126,USD,0.86
evt_ed754ba0,impression,2026-06-04 22:15:30+05:30,2026-06-04T22:10:06Z,adv_1158,cmp_1158_1,native_feed,mobile,AU,0.0010,USD,0.52
evt_ed754ba0,impression,2026-06-04 22:15:30+05:30,2026-06-04T22:10:06Z,adv_1158,cmp_1158_1,native_feed,mobile,AU,0.0010,USD,0.52
evt_ee754d33,impression,2026-06-04 17:51:28+05:30,2026-06-04T08:28:19Z,adv_1165,cmp_1165_3,preroll,ctv,DE,0.0193,USD,0.42
evt_ef754ec6,impression,2026-06-04 05:22:39+05:30,2026-06-04T05:50:19Z,adv_1186,cmp_1186_2,preroll,mobile,CA,0.0033,USD,0.78
evt_f0755059,impression,2026-06-04 08:10:17+05:30,2026-06-04T03:50:09Z,adv_1165,cmp_1165_2,interstitial,desktop,AU,0.0080,USD,0.90
evt_f17551ec,click,2026-06-04 20:59:04+05:30,2026-06-04T18:34:32Z,adv_1165,cmp_1165_3,banner_300x250,desktop,unknown,0.8048,USD,0.78
evt_f275537f,impression,2026-06-04 03:21:47+05:30,2026-06-04T18:35:20Z,adv_1179,cmp_1179_3,banner_300x250,ctv,DE,0.0175,USD,0.52
evt_f3755512,click,2026-06-04 19:47:59+05:30,2026-06-04T12:47:38Z,adv_1116,cmp_1116_3,banner_300x250,ctv,CA,0.5102,USD,0.91
evt_f47556a5,impression,2026-06-04 18:19:55+05:30,2026-06-04T21:29:56Z,adv_1172,cmp_1172_3,banner_300x250,ctv,DE,0.0058,USD,0.50
evt_f5755838,impression,2026-06-04 11:08:25+05:30,2026-06-04T11:45:09Z,adv_1151,cmp_1151_2,banner_300x250,ctv,US,0.0111,INR,0.41
evt_f67559cb,impression,2026-06-04 03:59:37+05:30,2026-06-04T23:29:00Z,adv_1109,cmp_1109_1,preroll,ctv,,0.0019,USD,0.67
evt_f67559cb,impression,2026-06-04 03:59:37+05:30,2026-06-04T23:29:00Z,adv_1109,cmp_1109_1,preroll,ctv,,0.0019,USD,0.67
evt_f37793a9,impression,2026-06-04 04:06:24+05:30,2026-06-04T17:36:13Z,adv_1179,cmp_1179_1,banner_728x90,desktop,IN,0.0149,USD,0.54
evt_f2779216,impression,2026-06-04 06:32:34+05:30,2026-06-04T08:23:05Z,adv_1179,cmp_1179_3,banner_300x250,desktop,US,0.0012,USD,0.62
evt_f1779083,impression,2026-06-04 00:57:10+05:30,2026-06-04T20:13:10Z,adv_1151,cmp_1151_3,banner_728x90,mobile,,0.0139,USD,0.78
evt_f0778ef0,impression,2026-06-04 12:44:04+05:30,2026-06-04T22:08:44Z,adv_1137,cmp_1137_1,native_feed,mobile,CA,0.0174,USD,0.44
evt_f77799f5,impression,2026-06-04 06:55:11+05:30,2026-06-04T11:01:09Z,adv_1116,cmp_1116_2,banner_300x250,desktop,DE,0.0139,USD,0.93
evt_f6779862,impression,2026-06-04 10:27:42+05:30,2026-06-04T20:09:59Z,adv_1144,cmp_1144_1,interstitial,ctv,SG,0.0082,USD,0.94
evt_f57796cf,impression,2026-06-04 19:41:36+05:30,2026-06-04T17:36:11Z,adv_1165,cmp_1165_1,interstitial,mobile,IN,0.0192,USD,0.66
evt_f477953c,impression,2026-06-04 06:04:20+05:30,2026-06-04T01:25:04Z,adv_1165,cmp_1165_3,interstitial,mobile,CA,0.0014,USD,0.46
evt_fb77a041,impression,2026-06-04 02:01:53+05:30,2026-06-04T09:10:13Z,adv_1165,cmp_1165_3,native_feed,desktop,CA,0.0124,USD,0.70
evt_fa779eae,impression,2026-06-04 13:26:44+05:30,2026-06-04T21:32:29Z,adv_1179,cmp_1179_2,interstitial,mobile,DE,0.0099,USD,0.81
evt_f979dbb2,impression,2026-06-04 19:08:52+05:30,2026-06-04T06:46:07Z,adv_1179,cmp_1179_2,interstitial,mobile,SG,0.0032,USD,0.70
evt_fa79dd45,impression,2026-06-04 11:07:57+05:30,2026-06-05T12:18:17Z,adv_981,cmp_981_x,banner_728x90,ctv,AU,0.0137,USD,0.94
evt_f779d88c,impression,2026-06-04 11:39:09+05:30,2026-06-04T02:36:12Z,adv_1144,cmp_1144_3,native_feed,ctv,unknown,0.0155,USD,0.76
evt_f879da1f,click,2026-06-04 18:21:29+05:30,2026-06-06T19:54:29Z,adv_1172,cmp_1172_2,interstitial,ctv,,0.4351,USD,0.45
evt_f579d566,impression,2026-06-04 01:04:28+05:30,2026-06-04T11:24:11Z,adv_1123,cmp_1123_3,banner_300x250,ctv,SG,0.0114,INR,0.65
evt_f679d6f9,impression,2026-06-04 12:04:48+05:30,2026-06-04T09:37:24Z,adv_1158,cmp_1158_3,interstitial,tablet,,0.0028,USD,0.53
evt_f379d240,impression,2026-06-04 04:32:41+05:30,2026-06-04T15:09:29Z,adv_1151,cmp_1151_3,native_feed,desktop,unknown,0.0078,USD,0.52
evt_f479d3d3,impression,2026-06-04 19:08:00+05:30,2026-06-04T06:35:28Z,adv_1130,cmp_1130_2,interstitial,mobile,IN,0.0102,USD,0.89
evt_179e84a,impression,2026-06-04 19:04:37+05:30,2026-06-04T09:32:45Z,adv_1116,cmp_1116_1,banner_300x250,mobile,SG,0.0163,USD,0.95
evt_279e9dd,impression,2026-06-04 13:31:37+05:30,2026-06-04T00:45:42Z,adv_1179,cmp_1179_2,native_feed,tablet,GB,0.0129,USD,0.67
evt_7f7ced3b,impression,2026-06-04 20:38:55+05:30,2026-06-04T12:29:07Z,adv_1179,cmp_1179_3,preroll,mobile,CA,0.0169,USD,0.63
evt_7f7ced3b,impression,2026-06-04 20:38:55+05:30,2026-06-04T12:29:07Z,adv_1179,cmp_1179_3,preroll,mobile,CA,0.0169,USD,0.63
evt_7e7ceba8,conversion,2026-06-04 02:08:26+05:30,2026-06-04T22:57:21Z,adv_1158,cmp_1158_3,banner_728x90,mobile,AU,0.0000,USD,0.92
evt_817cf061,impression,2026-06-04 03:47:20+05:30,2026-06-04T14:36:07Z,adv_1172,cmp_1172_2,preroll,tablet,AU,0.0136,USD,0.68
evt_807ceece,impression,2026-06-04 05:55:02+05:30,2026-06-04T12:57:50Z,adv_1123,cmp_1123_1,preroll,mobile,IN,0.0075,USD,0.51
evt_837cf387,impression,2026-06-04 23:15:56+05:30,2026-06-04T21:57:43Z,adv_1172,cmp_1172_2,banner_300x250,mobile,unknown,0.0162,USD,0.99
evt_827cf1f4,impression,2026-06-04 14:15:40+05:30,2026-06-04T21:47:37Z,adv_1144,cmp_1144_3,interstitial,ctv,CA,0.0142,USD,0.40
evt_857cf6ad,impression,2026-06-04 04:22:44+05:30,2026-06-04T15:21:51Z,adv_1186,cmp_1186_3,banner_300x250,ctv,AU,0.0176,USD,0.76
evt_847cf51a,impression,2026-06-04 09:37:21+05:30,2026-06-04T23:48:12Z,adv_1151,cmp_1151_1,banner_300x250,ctv,SG,0.0000,USD,0.96
evt_777ce0a3,impression,2026-06-04 13:23:55+05:30,2026-06-04T05:26:58Z,adv_1116,cmp_1116_3,native_feed,tablet,AU,0.0029,USD,0.84
evt_767cdf10,click,2026-06-04 06:19:21+05:30,2026-06-04T06:06:34Z,adv_1186,cmp_1186_2,native_feed,desktop,unknown,0.5795,USD,0.93
evt_7592a3cc,impression,2026-06-04 21:16:51+05:30,2026-06-04T04:49:04Z,adv_1172,cmp_1172_1,banner_300x250,desktop,SG,0.0199,USD,0.49
evt_7692a55f,click,2026-06-04 13:36:33+05:30,2026-06-04T07:26:25Z,adv_1137,cmp_1137_2,banner_728x90,tablet,GB,0.7640,USD,0.97
evt_7792a6f2,impression,2026-06-04 22:36:44+05:30,2026-06-04T01:34:43Z,adv_1165,cmp_1165_3,preroll,ctv,,0.0087,USD,0.50
evt_7892a885,impression,2026-06-04 04:02:09+05:30,2026-06-04T04:44:32Z,adv_1151,cmp_1151_2,banner_728x90,tablet,IN,0.0160,USD,0.54
evt_71929d80,click,2026-06-04 23:40:39+05:30,2026-06-04T11:06:15Z,adv_1151,cmp_1151_1,banner_728x90,ctv,AU,0.5343,USD,0.88
evt_72929f13,impression,2026-06-04 10:38:20+05:30,2026-06-04T00:03:54Z,adv_1165,cmp_1165_1,native_feed,ctv,DE,0.0085,USD,0.83
evt_7392a0a6,click,2026-06-04 10:52:26+05:30,2026-06-04T20:31:09Z,adv_1116,cmp_1116_3,interstitial,desktop,unknown,0.4146,INR,0.55
evt_7492a239,impression,2026-06-04 05:04:32+05:30,2026-06-04T08:42:52Z,adv_1158,cmp_1158_2,banner_300x250,mobile,US,0.0039,USD,0.65
evt_7d92b064,impression,2026-06-04 19:11:02+05:30,2026-06-04T21:31:29Z,adv_1186,cmp_1186_1,interstitial,ctv,,0.0017,USD,0.79
evt_7e92b1f7,impression,2026-06-04 15:00:41+05:30,2026-06-04T22:16:47Z,adv_1123,cmp_1123_3,banner_728x90,tablet,GB,0.0031,USD,0.94
evt_fb95b555,impression,2026-06-04 02:09:18+05:30,2026-06-04T18:54:38Z,adv_1179,cmp_1179_2,banner_728x90,desktop,,0.0185,USD,0.69
evt_fa95b3c2,impression,2026-06-04 08:36:56+05:30,2026-06-04T08:41:57Z,adv_1109,cmp_1109_3,preroll,desktop,AU,0.0191,USD,0.97
evt_f995b22f,impression,2026-06-04 08:29:58+05:30,2026-06-04T12:44:36Z,adv_1144,cmp_1144_3,banner_300x250,ctv,DE,0.0008,USD,0.55
evt_f895b09c,impression,2026-06-04 11:48:43+05:30,2026-06-04T01:08:41Z,adv_1144,cmp_1144_1,banner_300x250,desktop,IN,0.0105,USD,0.58
evt_f795af09,impression,2026-06-04 01:43:50+05:30,2026-06-04T02:21:38Z,adv_1123,cmp_1123_2,preroll,tablet,SG,0.0154,USD,0.79
evt_f695ad76,impression,2026-06-04 20:15:53+05:30,2026-06-04T04:56:56Z,adv_1144,cmp_1144_2,banner_300x250,ctv,US,0.0070,USD,0.47
evt_f595abe3,impression,2026-06-04 08:37:57+05:30,2026-06-04T05:26:11Z,adv_1179,cmp_1179_1,interstitial,tablet,SG,0.0096,USD,0.78
evt_f495aa50,impression,2026-06-04 05:55:20+05:30,2026-06-04T15:43:09Z,adv_1144,cmp_1144_3,preroll,mobile,GB,0.0013,USD,0.88
evt_395c1ed,impression,2026-06-04 23:14:38+05:30,2026-06-04T18:06:19Z,adv_1172,cmp_1172_3,preroll,mobile,CA,0.0054,USD,0.63
evt_295c05a,impression,2026-06-04 01:21:33+05:30,2026-06-04T08:55:39Z,adv_1179,cmp_1179_3,banner_728x90,desktop,AU,0.0121,USD,0.62
evt_e416690f,impression,2026-06-04 15:33:56+05:30,2026-06-04T15:19:16Z,adv_1186,cmp_1186_1,banner_300x250,tablet,GB,0.0031,USD,0.83
evt_e316677c,impression,2026-06-04 22:50:43+05:30,2026-06-04T10:43:13Z,adv_1130,cmp_1130_3,preroll,tablet,SG,0.0004,USD,0.97
evt_e6166c35,impression,2026-06-04 14:49:30+05:30,2026-06-04T10:44:44Z,adv_1186,cmp_1186_2,native_feed,mobile,DE,0.0148,USD,0.58
evt_e5166aa2,impression,2026-06-04 17:51:28+05:30,2026-06-04T14:18:56Z,adv_1179,cmp_1179_2,preroll,desktop,SG,0.0161,USD,0.67
evt_e01662c3,impression,2026-06-04 15:03:17+05:30,2026-06-04T19:32:09Z,adv_1158,cmp_1158_2,banner_728x90,mobile,AU,0.0039,USD,0.84
evt_df166130,click,2026-06-04 23:18:17+05:30,2026-06-04T02:01:58Z,adv_1144,cmp_1144_3,native_feed,tablet,CA,0.4045,USD,0.70
evt_e21665e9,impression,2026-06-04 19:24:33+05:30,2026-06-04T15:57:33Z,adv_1109,cmp_1109_2,preroll,tablet,GB,0.0176,USD,0.71
evt_e1166456,impression,2026-06-04 09:08:25+05:30,2026-06-04T21:49:01Z,adv_1144,cmp_1144_3,banner_300x250,desktop,CA,0.0029,USD,0.40
evt_ec1675a7,impression,2026-06-04 17:27:36+05:30,2026-06-04T17:55:21Z,adv_1172,cmp_1172_1,banner_728x90,tablet,IN,0.0145,USD,0.78
evt_eb167414,impression,2026-06-04 03:12:45+05:30,2026-06-04T01:17:13Z,adv_1186,cmp_1186_2,preroll,mobile,CA,0.0092,USD,0.98
evt_de142106,impression,2026-06-04 06:59:52+05:30,2026-06-04T02:16:06Z,adv_1165,cmp_1165_2,banner_300x250,desktop,US,0.0014,USD,0.83
evt_df142299,click,2026-06-04 19:28:52+05:30,2026-06-04T09:34:23Z,adv_1165,cmp_1165_2,banner_728x90,ctv,CA,0.8154,USD,0.78
evt_dc141de0,impression,2026-06-04 01:15:46+05:30,2026-06-04T03:37:47Z,adv_1116,cmp_1116_2,banner_300x250,ctv,CA,0.0164,USD,0.63
evt_dd141f73,impression,2026-06-04 03:02:26+05:30,2026-06-04T04:30:07Z,adv_1144,cmp_1144_3,interstitial,ctv,unknown,0.0013,INR,0.94
evt_e2142752,impression,2026-06-04 16:08:39+05:30,2026-06-04T02:21:24Z,adv_1172,cmp_1172_3,banner_300x250,mobile,IN,0.0067,USD,0.97
evt_e31428e5,impression,2026-06-04 08:08:15+05:30,2026-06-04T16:15:16Z,adv_1172,cmp_1172_2,banner_728x90,mobile,,0.0012,INR,0.80
evt_e014242c,conversion,2026-06-04 15:20:23+05:30,2026-06-04T22:13:05Z,adv_1172,cmp_1172_1,interstitial,tablet,US,0.0000,USD,0.78
evt_e11425bf,impression,2026-06-04 16:07:25+05:30,2026-06-04T14:21:15Z,adv_1172,cmp_1172_3,banner_300x250,mobile,GB,0.0144,USD,0.79
evt_e6142d9e,impression,2026-06-04 05:42:35+05:30,2026-06-04T13:39:29Z,adv_1186,cmp_1186_3,native_feed,tablet,,0.0138,USD,0.91
evt_e7142f31,impression,2026-06-04 11:22:55+05:30,2026-06-04T21:04:32Z,adv_1165,cmp_1165_1,native_feed,desktop,,0.0147,USD,0.62
evt_781141dd,impression,2026-06-04 06:07:51+05:30,2026-06-04T07:24:49Z,adv_1165,cmp_1165_2,banner_728x90,mobile,SG,0.0101,USD,0.58
evt_7711404a,impression,2026-06-04 22:36:58+05:30,2026-06-04T14:29:53Z,adv_1130,cmp_1130_3,interstitial,mobile,IN,0.0010,USD,0.96
evt_76113eb7,impression,2026-06-04 05:57:13+05:30,2026-06-04T14:30:34Z,adv_1123,cmp_1123_3,banner_300x250,tablet,US,0.0191,USD,0.42
evt_75113d24,impression,2026-06-04 07:26:12+05:30,2026-06-04T14:02:21Z,adv_1151,cmp_1151_1,banner_728x90,desktop,SG,0.0067,USD,0.97
evt_74113b91,click,2026-06-04 02:00:08+05:30,2026-06-04T15:32:54Z,adv_1137,cmp_1137_3,banner_728x90,tablet,DE,0.8041,USD,0.64
evt_731139fe,impression,2026-06-04 19:20:18+05:30,2026-06-04T22:29:46Z,adv_1158,cmp_1158_2,interstitial,desktop,GB,0.0034,USD,0.62
evt_7211386b,impression,2026-06-04 06:03:57+05:30,2026-06-04T12:53:22Z,adv_1123,cmp_1123_1,banner_300x250,desktop,DE,0.0021,USD,0.95
evt_711136d8,conversion,2026-06-04 05:28:50+05:30,2026-06-04T22:09:11Z,adv_1172,cmp_1172_3,banner_728x90,mobile,DE,0.0000,USD,0.70
evt_70113545,conversion,2026-06-04 21:03:22+05:30,2026-06-04T08:50:41Z,adv_1116,cmp_1116_2,banner_728x90,desktop,,0.0000,USD,0.55
evt_6f1133b2,impression,2026-06-04 22:17:03+05:30,2026-06-04T22:33:31Z,adv_1123,cmp_1123_1,native_feed,ctv,AU,0.0023,USD,0.89
evt_720ef9d4,impression,2026-06-04 20:46:16+05:30,2026-06-06T00:47:23Z,adv_1116,cmp_1116_3,banner_728x90,mobile,CA,0.0197,USD,0.49
evt_730efb67,impression,2026-06-04 11:22:27+05:30,2026-06-04T20:57:18Z,adv_1165,cmp_1165_2,banner_728x90,ctv,GB,0.0151,USD,0.83
evt_740efcfa,impression,2026-06-04 08:39:09+05:30,2026-06-04T15:56:40Z,adv_1158,cmp_1158_2,banner_728x90,mobile,unknown,0.0013,USD,0.85
evt_750efe8d,impression,2026-06-04 00:52:44+05:30,2026-06-04T03:38:11Z,adv_1137,cmp_1137_2,banner_300x250,tablet,AU,0.0068,USD,0.49
evt_6e0ef388,impression,2026-06-04 20:23:38+05:30,2026-06-04T11:00:37Z,adv_1144,cmp_1144_2,native_feed,desktop,SG,0.0078,USD,0.65
evt_6f0ef51b,impression,2026-06-04 19:31:56+05:30,2026-06-04T17:41:58Z,adv_1179,cmp_1179_2,banner_728x90,tablet,,0.0104,INR,0.94
evt_6f0ef51b,impression,2026-06-04 19:31:56+05:30,2026-06-04T17:41:58Z,adv_1179,cmp_1179_2,banner_728x90,tablet,,0.0104,INR,0.94
evt_700ef6ae,impression,2026-06-04 08:01:52+05:30,2026-06-04T08:51:27Z,adv_1137,cmp_1137_1,interstitial,ctv,CA,0.0131,USD,0.59
evt_710ef841,impression,2026-06-04 19:04:07+05:30,2026-06-04T20:38:28Z,adv_1116,cmp_1116_1,native_feed,tablet,IN,0.0135,USD,0.52
evt_6a0eed3c,impression,2026-06-04 13:55:05+05:30,2026-06-04T07:00:06Z,adv_1130,cmp_1130_2,interstitial,mobile,AU,0.0194,USD,0.78
evt_6b0eeecf,impression,2026-06-04 09:01:41+05:30,2026-06-04T10:31:26Z,adv_1144,cmp_1144_3,banner_300x250,ctv,US,0.0086,USD,0.57
evt_6c0cb1cb,impression,2026-06-04 00:20:28+05:30,2026-06-04T10:31:35Z,adv_1172,cmp_1172_1,preroll,tablet,US,0.0016,USD,0.75
evt_6b0cb038,impression,2026-06-04 14:32:48+05:30,2026-06-04T23:52:13Z,adv_1109,cmp_1109_2,banner_300x250,mobile,SG,0.0126,INR,0.79
evt_6e0cb4f1,impression,2026-06-04 07:06:15+05:30,2026-06-04T01:58:51Z,adv_1179,cmp_1179_3,interstitial,mobile,AU,0.0096,USD,0.54
evt_6d0cb35e,impression,2026-06-04 03:05:38+05:30,2026-06-04T10:01:10Z,adv_1116,cmp_1116_2,interstitial,desktop,CA,0.0087,USD,0.63
evt_700cb817,impression,2026-06-04 08:45:10+05:30,2026-06-04T03:05:21Z,adv_1158,cmp_1158_2,banner_300x250,ctv,unknown,0.0172,USD,0.91
evt_6f0cb684,impression,2026-06-04 16:54:50+05:30,2026-06-04T02:00:20Z,adv_1123,cmp_1123_1,native_feed,ctv,CA,0.0142,USD,0.80
evt_720cbb3d,click,2026-06-04 15:34:47+05:30,2026-06-04T23:05:36Z,adv_1130,cmp_1130_1,banner_300x250,ctv,SG,0.5708,USD,0.51
evt_710cb9aa,impression,2026-06-04 11:48:29+05:30,2026-06-04T06:12:38Z,adv_1158,cmp_1158_1,banner_300x250,desktop,,0.0199,USD,0.51
evt_640ca533,impression,2026-06-04 04:07:37+05:30,2026-06-04T23:27:16Z,adv_1158,cmp_1158_2,preroll,tablet,CA,0.0043,INR,0.59
evt_630ca3a0,impression,2026-06-04 09:28:23+05:30,2026-06-04T08:57:23Z,adv_1109,cmp_1109_1,native_feed,ctv,IN,0.0094,USD,0.81
evt_660a69c2,impression,2026-06-04 12:20:17+05:30,2026-06-04T04:00:45Z,adv_1165,cmp_1165_3,banner_300x250,desktop,unknown,0.0013,USD,0.85
evt_670a6b55,click,2026-06-04 00:06:46+05:30,2026-06-04T13:34:55Z,adv_1130,cmp_1130_1,preroll,ctv,US,0.5304,USD,0.56
evt_640a669c,impression,2026-06-04 11:42:55+05:30,2026-06-04T19:40:19Z,adv_1123,cmp_1123_2,preroll,mobile,unknown,0.0088,USD,0.59
evt_650a682f,impression,2026-06-04 16:35:24+05:30,2026-06-05T07:37:40Z,adv_1109,cmp_1109_3,native_feed,ctv,IN,0.0110,USD,0.80
evt_620a6376,impression,2026-06-04 18:12:50+05:30,2026-06-04T19:34:35Z,adv_1158,cmp_1158_1,native_feed,tablet,US,0.0112,USD,0.88
evt_630a6509,impression,2026-06-04 20:55:03+05:30,2026-06-04T18:56:03Z,adv_1116,cmp_1116_1,native_feed,ctv,IN,0.0070,USD,0.93
evt_600a6050,impression,2026-06-04 22:01:13+05:30,2026-06-04T11:54:49Z,adv_1158,cmp_1158_3,native_feed,mobile,DE,0.0015,USD,0.97
evt_610a61e3,impression,2026-06-04 19:53:38+05:30,2026-06-04T06:53:24Z,adv_1144,cmp_1144_3,banner_300x250,desktop,SG,0.0020,USD,0.49
evt_6e0a765a,impression,2026-06-04 00:00:02+05:30,2026-06-04T02:19:22Z,adv_1130,cmp_1130_2,interstitial,desktop,SG,0.0050,USD,0.86
evt_6f0a77ed,impression,2026-06-04 02:56:43+05:30,2026-06-04T23:38:42Z,adv_1144,cmp_1144_2,native_feed,ctv,SG,0.0000,USD,0.51
evt_e0075839,impression,2026-06-04 13:50:24+05:30,2026-06-04T22:42:05Z,adv_1130,cmp_1130_1,banner_300x250,desktop,unknown,0.0189,USD,0.41
evt_df0756a6,impression,2026-06-04 23:52:54+05:30,2026-06-04T01:39:06Z,adv_1137,cmp_1137_1,banner_300x250,mobile,AU,0.0085,USD,0.99
evt_de075513,impression,2026-06-04 12:15:27+05:30,2026-06-04T06:07:27Z,adv_1116,cmp_1116_3,native_feed,mobile,IN,0.0146,USD,0.88
evt_dd075380,impression,2026-06-04 01:52:55+05:30,2026-06-04T16:13:23Z,adv_1172,cmp_1172_2,preroll,mobile,DE,0.0045,USD,0.85
evt_e4075e85,impression,2026-06-04 05:07:03+05:30,2026-06-04T20:42:11Z,adv_1151,cmp_1151_3,banner_300x250,mobile,IN,0.0010,USD,0.44
evt_e3075cf2,impression,2026-06-04 11:18:06+05:30,2026-06-05T14:54:20Z,adv_1151,cmp_1151_2,native_feed,mobile,unknown,0.0044,USD,0.96
evt_e2075b5f,click,2026-06-04 21:34:38+05:30,2026-06-04T16:30:03Z,adv_1123,cmp_1123_2,native_feed,ctv,CA,0.2156,USD,0.73
evt_e10759cc,impression,2026-06-04 16:32:33+05:30,2026-06-04T10:02:55Z,adv_1179,cmp_1179_1,interstitial,tablet,unknown,0.0121,USD,0.79
evt_e80764d1,impression,2026-06-04 21:09:33+05:30,2026-06-04T02:38:26Z,adv_1123,cmp_1123_1,native_feed,ctv,AU,0.0133,USD,0.61
evt_e707633e,impression,2026-06-04 08:18:52+05:30,2026-06-04T11:26:24Z,adv_1172,cmp_1172_3,interstitial,tablet,SG,0.0107,USD,0.87
evt_da051030,impression,2026-06-04 16:02:13+05:30,2026-06-04T08:16:42Z,adv_1186,cmp_1186_1,preroll,mobile,SG,0.0157,USD,0.94
evt_db0511c3,impression,2026-06-04 04:28:29+05:30,2026-06-04T05:12:18Z,adv_1137,cmp_1137_1,banner_728x90,ctv,CA,0.0163,USD,0.48
evt_dc051356,impression,2026-06-04 06:31:08+05:30,2026-06-04T10:50:02Z,adv_1186,cmp_1186_3,native_feed,mobile,DE,0.0144,USD,0.96
evt_dd0514e9,impression,2026-06-04 08:22:08+05:30,2026-06-04T07:22:07Z,adv_1172,cmp_1172_3,banner_728x90,tablet,unknown,0.0027,USD,0.64
evt_de05167c,impression,2026-06-04 04:56:53+05:30,2026-06-04T04:52:55Z,adv_1116,cmp_1116_3,preroll,mobile,CA,0.0101,USD,0.86
evt_df05180f,click,2026-06-04 23:51:32+05:30,2026-06-04T20:42:38Z,adv_1165,cmp_1165_3,banner_300x250,tablet,GB,0.2572,USD,0.55
