event_id,event_type,event_time,ingest_time,advertiser_id,campaign_id,placement,device,geo,spend,currency
evt_a5f205c1,impression,2026-06-01T09:42:05Z,2026-06-01T02:10:53Z,adv_1116,cmp_1116_3,preroll,mobile,CA,0.0147,USD
evt_a4f2042e,conversion,2026-06-01T13:07:28Z,2026-06-01T12:29:12Z,adv_1179,cmp_1179_2,banner_300x250,mobile,US,0.0000,USD
evt_a3f2029b,impression,2026-06-01T15:17:14Z,2026-06-01T12:38:49Z,adv_1144,cmp_1144_1,preroll,desktop,,0.0051,USD
evt_a2f20108,impression,2026-06-01T04:21:55Z,2026-06-01T04:24:38Z,adv_1165,cmp_1165_3,banner_728x90,desktop,SG,0.0144,INR
evt_a9f20c0d,impression,2026-06-01T13:14:40Z,2026-06-01T13:42:02Z,adv_1137,cmp_1137_2,preroll,mobile,AU,0.0084,USD
evt_a8f20a7a,impression,2026-06-01T19:38:33Z,2026-06-01T13:41:32Z,adv_1137,cmp_1137_2,preroll,desktop,GB,0.0118,USD
evt_a7f208e7,impression,2026-06-01T03:47:35Z,2026-06-01T13:06:14Z,adv_1179,cmp_1179_2,native_feed,mobile,SG,0.0031,USD
evt_a6f20754,impression,2026-06-01T22:09:28Z,2026-06-01T04:20:55Z,adv_1109,cmp_1109_3,preroll,ctv,US,0.0021,USD
evt_9df1f929,impression,2026-06-01T08:13:38Z,2026-06-01T17:47:25Z,adv_1172,cmp_1172_2,native_feed,desktop,,0.0020,USD
evt_9cf1f796,click,2026-06-01T07:49:26Z,2026-06-01T23:05:36Z,adv_1165,cmp_1165_2,interstitial,mobile,,0.6414,USD
evt_13ea6426,impression,2026-06-01T00:03:30Z,2026-06-01T05:10:23Z,adv_1144,cmp_1144_3,banner_300x250,mobile,AU,0.0030,USD
evt_14ea65b9,impression,2026-06-01T03:17:14Z,2026-06-01T10:49:21Z,adv_1186,cmp_1186_3,interstitial,tablet,,0.0022,USD
evt_11ea6100,impression,2026-06-01T12:57:48Z,2026-06-01T02:38:38Z,adv_1137,cmp_1137_1,banner_300x250,tablet,CA,0.0173,USD
evt_12ea6293,impression,2026-06-01T08:49:17Z,2026-06-01T04:36:37Z,adv_1144,cmp_1144_3,banner_300x250,mobile,DE,0.0022,USD
evt_17ea6a72,impression,2026-06-01T03:44:42Z,2026-06-01T03:54:03Z,adv_1137,cmp_1137_1,banner_728x90,tablet,,0.0058,USD
evt_18ea6c05,impression,2026-06-01T03:28:49Z,2026-06-01T07:03:26Z,adv_1158,cmp_1158_2,native_feed,ctv,IN,0.0021,USD
evt_15ea674c,impression,2026-06-01T10:34:52Z,2026-06-01T02:35:44Z,adv_1123,cmp_1123_3,interstitial,tablet,IN,0.0060,USD
evt_16ea68df,impression,2026-06-01T18:02:51Z,2026-06-02T06:46:23Z,adv_1172,cmp_1172_3,interstitial,ctv,SG,0.0060,USD
evt_1bea70be,impression,2026-06-01T03:31:15Z,2026-06-01T17:19:07Z,adv_1116,cmp_1116_2,interstitial,desktop,DE,0.0125,USD
evt_1cea7251,impression,2026-06-01T21:29:23Z,2026-06-01T20:26:15Z,adv_1130,cmp_1130_2,banner_300x250,tablet,AU,0.0115,USD
evt_99ed75af,impression,2026-06-01T00:06:53Z,2026-06-01T05:37:06Z,adv_1123,cmp_1123_3,banner_300x250,desktop,SG,0.0102,USD
evt_98ed741c,impression,2026-06-01T15:11:24Z,2026-06-01T15:43:15Z,adv_1130,cmp_1130_1,interstitial,mobile,IN,0.0081,USD
evt_9bed78d5,impression,2026-06-01T05:48:21Z,2026-06-01T11:45:19Z,adv_1137,cmp_1137_3,preroll,ctv,AU,0.0141,INR
evt_9aed7742,impression,2026-06-01T22:33:55Z,2026-06-01T12:47:05Z,adv_1137,cmp_1137_1,interstitial,desktop,,0.0169,USD
evt_95ed6f63,impression,2026-06-01T12:05:30Z,2026-06-01T02:04:48Z,adv_1151,cmp_1151_2,preroll,tablet,GB,0.0127,USD
evt_94ed6dd0,click,2026-06-01T21:49:29Z,2026-06-01T06:37:08Z,adv_1137,cmp_1137_3,interstitial,mobile,US,0.1442,USD
evt_97ed7289,impression,2026-06-01T17:47:41Z,2026-06-01T05:43:45Z,adv_1158,cmp_1158_3,preroll,tablet,AU,0.0052,USD
evt_96ed70f6,impression,2026-06-01T09:45:15Z,2026-06-01T07:51:26Z,adv_1151,cmp_1151_2,native_feed,ctv,DE,0.0083,USD
evt_a1ed8247,impression,2026-06-01T09:30:34Z,2026-06-01T05:21:19Z,adv_1158,cmp_1158_1,native_feed,tablet,unknown,0.0031,USD
evt_a0ed80b4,impression,2026-06-01T05:29:45Z,2026-06-01T23:34:32Z,adv_1130,cmp_1130_2,preroll,desktop,GB,0.0050,USD
evt_38384f9,impression,2026-06-01T05:21:52Z,2026-06-01T19:57:30Z,adv_1172,cmp_1172_3,preroll,mobile,DE,0.0191,INR
evt_2838366,impression,2026-06-01T15:35:43Z,2026-06-01T07:38:54Z,adv_1144,cmp_1144_1,preroll,ctv,GB,0.0155,USD
evt_18381d3,click,2026-06-01T04:56:16Z,2026-06-01T17:05:50Z,adv_1151,cmp_1151_3,interstitial,tablet,unknown,0.8629,INR
evt_838040,impression,2026-06-01T07:08:25Z,2026-06-01T04:03:21Z,adv_1165,cmp_1165_3,native_feed,mobile,US,0.0015,USD
evt_7838b45,impression,2026-06-01T06:40:15Z,2026-06-01T16:49:58Z,adv_1144,cmp_1144_2,interstitial,ctv,US,0.0115,USD
evt_68389b2,impression,2026-06-01T09:53:35Z,2026-06-01T21:43:54Z,adv_1130,cmp_1130_3,banner_728x90,ctv,,0.0156,USD
evt_583881f,impression,2026-06-01T01:41:15Z,2026-06-01T18:03:29Z,adv_1158,cmp_1158_3,banner_300x250,tablet,unknown,0.0168,USD
evt_483868c,impression,2026-06-01T05:11:42Z,2026-06-01T14:00:10Z,adv_1158,cmp_1158_1,interstitial,tablet,,0.0108,USD
evt_b839191,impression,2026-06-01T03:03:15Z,2026-06-01T21:35:19Z,adv_1130,cmp_1130_2,native_feed,desktop,,0.0139,USD
evt_a838ffe,impression,2026-06-01T04:19:25Z,2026-06-02T20:06:27Z,adv_1116,cmp_1116_2,native_feed,tablet,IN,0.0098,USD
evt_fd813cf0,impression,2026-06-01T23:33:53Z,2026-06-01T20:56:34Z,adv_1158,cmp_1158_3,banner_728x90,tablet,GB,0.0174,USD
evt_fe813e83,impression,2026-06-01T05:04:35Z,2026-06-01T22:20:13Z,adv_1130,cmp_1130_2,native_feed,ctv,GB,0.0175,USD
evt_ff814016,impression,2026-06-01T12:27:39Z,2026-06-01T19:11:43Z,adv_1144,cmp_1144_2,banner_300x250,tablet,GB,0.0006,USD
evt_ff814016,impression,2026-06-01T12:27:39Z,2026-06-01T19:11:43Z,adv_1144,cmp_1144_2,banner_300x250,tablet,GB,0.0006,USD
evt_8141a9,impression,2026-06-01T17:40:39Z,2026-06-01T00:06:40Z,adv_1109,cmp_1109_1,interstitial,tablet,GB,0.0105,USD
evt_181433c,impression,2026-06-01T22:17:03Z,2026-06-01T19:02:36Z,adv_1144,cmp_1144_2,banner_728x90,mobile,GB,0.0126,USD
evt_28144cf,impression,2026-06-01T11:57:22Z,2026-06-01T03:33:38Z,adv_1123,cmp_1123_1,native_feed,desktop,GB,0.0179,USD
evt_3814662,impression,2026-06-01T06:05:03Z,2026-06-01T08:37:30Z,adv_1137,cmp_1137_2,banner_728x90,desktop,SG,0.0193,INR
evt_48147f5,impression,2026-06-01T05:50:06Z,2026-06-01T11:03:31Z,adv_1116,cmp_1116_3,interstitial,ctv,GB,0.0086,USD
evt_5814988,impression,2026-06-01T07:04:46Z,2026-06-01T11:57:54Z,adv_1179,cmp_1179_3,native_feed,desktop,US,0.0179,INR
evt_6814b1b,impression,2026-06-01T00:41:21Z,2026-06-01T20:59:25Z,adv_1172,cmp_1172_1,banner_728x90,mobile,IN,0.0135,USD
evt_8f88de8b,impression,2026-06-01T18:58:44Z,2026-06-01T03:14:15Z,adv_1130,cmp_1130_1,interstitial,tablet,GB,0.0121,USD
evt_8e88dcf8,impression,2026-06-01T05:27:42Z,2026-06-01T19:53:49Z,adv_1165,cmp_1165_1,banner_300x250,tablet,unknown,0.0045,USD
evt_9188e1b1,impression,2026-06-01T18:54:54Z,2026-06-01T11:05:02Z,adv_1137,cmp_1137_2,native_feed,ctv,,0.0195,USD
evt_9088e01e,click,2026-06-01T21:17:12Z,2026-06-01T22:05:38Z,adv_1158,cmp_1158_1,banner_300x250,tablet,DE,0.0430,USD
evt_9388e4d7,click,2026-06-01T01:06:41Z,2026-06-01T06:49:13Z,adv_1186,cmp_1186_2,banner_728x90,mobile,AU,0.1854,INR
evt_9288e344,impression,2026-06-01T18:28:24Z,2026-06-01T21:19:40Z,adv_1116,cmp_1116_2,native_feed,mobile,AU,0.0032,USD
evt_9588e7fd,click,2026-06-01T10:12:28Z,2026-06-01T14:39:57Z,adv_1165,cmp_1165_2,native_feed,ctv,US,0.2748,USD
evt_9488e66a,impression,2026-06-01T23:07:33Z,2026-06-01T20:50:52Z,adv_1144,cmp_1144_1,preroll,tablet,US,0.0020,USD
evt_8788d1f3,click,2026-06-01T12:27:58Z,2026-06-01T23:13:33Z,adv_1165,cmp_1165_1,interstitial,mobile,IN,0.3099,USD
evt_8688d060,impression,2026-06-01T09:18:57Z,2026-06-01T03:31:33Z,adv_1186,cmp_1186_2,interstitial,tablet,US,0.0004,USD
evt_89869682,impression,2026-06-01T16:14:07Z,2026-06-01T12:11:45Z,adv_1109,cmp_1109_3,banner_300x250,desktop,unknown,0.0123,USD
evt_8a869815,impression,2026-06-01T07:16:14Z,2026-06-01T06:30:54Z,adv_1137,cmp_1137_2,interstitial,ctv,,0.0167,USD
evt_8786935c,impression,2026-06-01T07:43:41Z,2026-06-01T19:30:39Z,adv_1165,cmp_1165_1,native_feed,mobile,,0.0179,USD
evt_888694ef,impression,2026-06-01T21:32:18Z,2026-06-01T08:01:10Z,adv_1179,cmp_1179_3,preroll,ctv,AU,0.0141,USD
evt_85869036,impression,2026-06-01T00:18:49Z,2026-06-01T23:20:31Z,adv_1123,cmp_1123_3,native_feed,desktop,AU,0.0107,USD
evt_868691c9,impression,2026-06-01T14:40:25Z,2026-06-01T03:07:41Z,adv_1116,cmp_1116_3,native_feed,mobile,AU,0.0007,USD
evt_83868d10,impression,2026-06-01T16:44:48Z,2026-06-01T14:04:21Z,adv_1186,cmp_1186_3,banner_300x250,ctv,AU,0.0102,USD
evt_84868ea3,click,2026-06-01T02:46:25Z,2026-06-01T04:35:52Z,adv_1130,cmp_1130_3,interstitial,ctv,,0.5570,USD
evt_9186a31a,click,2026-06-01T22:37:23Z,2026-06-01T05:44:49Z,adv_1144,cmp_1144_1,banner_728x90,desktop,IN,0.3427,USD
evt_9286a4ad,impression,2026-06-01T07:35:04Z,2026-06-01T17:24:22Z,adv_1158,cmp_1158_1,banner_728x90,tablet,US,0.0162,USD
evt_9b8d6e9d,impression,2026-06-01T15:44:51Z,2026-06-01T20:33:07Z,adv_1165,cmp_1165_1,native_feed,mobile,IN,0.0026,USD
evt_9a8d6d0a,click,2026-06-01T09:36:29Z,2026-06-01T01:53:09Z,adv_1130,cmp_1130_2,native_feed,mobile,US,0.3671,USD
evt_9a8d6d0a,click,2026-06-01T09:36:29Z,2026-06-01T01:53:09Z,adv_1130,cmp_1130_2,native_feed,mobile,US,0.3671,USD
evt_998d6b77,impression,2026-06-01T11:21:26Z,2026-06-02T12:39:35Z,adv_1144,cmp_1144_2,native_feed,tablet,SG,0.0045,INR
evt_988d69e4,impression,2026-06-01T06:25:07Z,2026-06-01T19:19:14Z,adv_1116,cmp_1116_2,preroll,desktop,CA,0.0094,INR
evt_978d6851,impression,2026-06-01T12:47:37Z,2026-06-01T00:51:14Z,adv_1109,cmp_1109_3,interstitial,tablet,SG,0.0066,USD
evt_968d66be,impression,2026-06-01T05:34:26Z,2026-06-01T05:27:58Z,adv_1179,cmp_1179_3,preroll,ctv,IN,0.0082,USD
evt_958d652b,impression,2026-06-01T17:28:32Z,2026-06-01T22:58:32Z,adv_1123,cmp_1123_2,banner_300x250,desktop,GB,0.0052,USD
evt_948d6398,impression,2026-06-01T15:51:46Z,2026-06-01T10:07:13Z,adv_1158,cmp_1158_2,interstitial,ctv,,0.0044,USD
evt_938d6205,click,2026-06-01T10:26:44Z,2026-06-01T02:25:18Z,adv_1165,cmp_1165_1,interstitial,mobile,CA,0.5262,USD
evt_928d6072,impression,2026-06-01T06:52:12Z,2026-06-01T03:15:36Z,adv_1116,cmp_1116_1,preroll,tablet,DE,0.0175,USD
evt_958b2694,impression,2026-06-01T04:45:22Z,2026-06-01T04:21:19Z,adv_981,cmp_981_x,banner_300x250,ctv,SG,0.0021,INR
evt_968b2827,click,2026-06-01T09:22:45Z,2026-06-01T17:30:48Z,adv_1165,cmp_1165_3,native_feed,desktop,GB,0.2820,USD
evt_978b29ba,click,2026-06-01T18:12:36Z,2026-06-01T14:07:14Z,adv_1123,cmp_1123_2,native_feed,tablet,SG,0.6602,USD
evt_988b2b4d,impression,2026-06-01T08:47:49Z,2026-06-01T20:23:35Z,adv_1151,cmp_1151_1,banner_728x90,ctv,,0.0114,INR
evt_918b2048,impression,2026-06-01T18:19:58Z,2026-06-01T18:07:50Z,adv_1186,cmp_1186_1,banner_300x250,tablet,GB,0.0167,INR
evt_928b21db,impression,2026-06-01T23:29:44Z,2026-06-01T15:25:07Z,adv_1123,cmp_1123_3,banner_728x90,desktop,AU,0.0043,USD
evt_938b236e,impression,2026-06-01T23:51:27Z,2026-06-01T20:31:57Z,adv_1172,cmp_1172_1,native_feed,desktop,,0.0014,USD
evt_948b2501,impression,2026-06-01T10:53:35Z,2026-06-03T08:05:55Z,adv_1151,cmp_1151_2,preroll,desktop,unknown,0.0113,USD
evt_8d8b19fc,impression,2026-06-01T15:39:06Z,2026-06-01T16:33:28Z,adv_1151,cmp_1151_1,native_feed,mobile,GB,0.0038,USD
evt_8e8b1b8f,impression,2026-06-01T07:55:31Z,2026-06-02T09:45:04Z,adv_1144,cmp_1144_2,banner_300x250,desktop,AU,0.0154,USD
evt_79295cf,impression,2026-06-01T03:05:08Z,2026-06-01T19:50:50Z,adv_1172,cmp_1172_1,banner_728x90,ctv,SG,0.0096,USD
evt_692943c,impression,2026-06-01T13:08:31Z,2026-06-01T07:28:24Z,adv_1123,cmp_1123_1,preroll,tablet,GB,0.0172,USD
evt_99298f5,impression,2026-06-01T19:29:33Z,2026-06-01T06:54:08Z,adv_1165,cmp_1165_3,native_feed,desktop,AU,0.0162,USD
evt_8929762,impression,2026-06-01T19:39:03Z,2026-06-01T15:04:55Z,adv_1109,cmp_1109_2,preroll,mobile,SG,0.0178,USD
evt_3928f83,impression,2026-06-01T01:03:36Z,2026-06-01T00:55:12Z,adv_1116,cmp_1116_1,banner_300x250,desktop,,0.0188,USD
evt_2928df0,impression,2026-06-01T17:41:46Z,2026-06-01T19:28:20Z,adv_1179,cmp_1179_3,interstitial,desktop,CA,0.0036,USD
evt_59292a9,impression,2026-06-01T00:46:55Z,2026-06-01T15:58:46Z,adv_1151,cmp_1151_2,banner_728x90,ctv,CA,0.0136,USD
evt_4929116,impression,2026-06-01T20:37:08Z,2026-06-01T18:54:49Z,adv_1165,cmp_1165_3,banner_728x90,ctv,IN,0.0048,USD
evt_f92a267,impression,2026-06-01T00:13:07Z,2026-06-01T00:32:40Z,adv_1109,cmp_1109_2,interstitial,tablet,,0.0001,USD
evt_e92a0d4,impression,2026-06-01T20:58:25Z,2026-06-01T04:52:33Z,adv_1165,cmp_1165_3,interstitial,tablet,,0.0023,USD
evt_1904dc6,impression,2026-06-01T08:46:17Z,2026-06-01T16:31:57Z,adv_1186,cmp_1186_2,native_feed,tablet,AU,0.0127,INR
evt_2904f59,impression,N/A,2026-06-01T11:22:46Z,adv_1165,cmp_1165_3,banner_300x250,ctv,unknown,0.0023,USD
evt_ff904aa0,impression,2026-06-01T12:01:00Z,2026-06-01T05:57:57Z,adv_1144,cmp_1144_1,banner_728x90,tablet,CA,0.0022,USD
evt_904c33,click,2026-06-01T10:51:58Z,2026-06-01T21:43:05Z,adv_1123,cmp_1123_2,banner_728x90,tablet,unknown,0.4835,USD
evt_904c33,click,2026-06-01T10:51:58Z,2026-06-01T21:43:05Z,adv_1123,cmp_1123_2,banner_728x90,tablet,unknown,0.4835,USD
evt_5905412,impression,2026-06-01T03:56:20Z,2026-06-01T13:41:10Z,adv_1186,cmp_1186_3,native_feed,desktop,AU,0.0045,USD
evt_69055a5,impression,2026-06-01T01:04:32Z,2026-06-02T22:54:19Z,adv_1137,cmp_1137_2,banner_728x90,tablet,unknown,0.0190,USD
evt_39050ec,impression,2026-06-01T13:49:09Z,2026-06-01T10:11:50Z,adv_1179,cmp_1179_3,interstitial,desktop,CA,0.0199,USD
evt_490527f,impression,2026-06-01T08:06:14Z,2026-06-01T02:59:55Z,adv_1151,cmp_1151_2,native_feed,desktop,US,0.0111,USD
evt_9905a5e,impression,2026-06-01T09:24:22Z,2026-06-02T02:39:03Z,adv_1165,cmp_1165_1,interstitial,tablet,CA,0.0092,USD
evt_a905bf1,impression,2026-06-01T05:58:04Z,2026-06-01T04:16:44Z,adv_1151,cmp_1151_1,banner_300x250,tablet,unknown,0.0136,USD
evt_9397ef61,click,2026-06-01T11:06:11Z,2026-06-01T00:51:32Z,adv_1144,cmp_1144_2,banner_300x250,ctv,IN,0.8408,INR
evt_9297edce,impression,2026-06-01T12:38:57Z,2026-06-01T18:10:34Z,adv_1172,cmp_1172_1,banner_728x90,ctv,GB,0.0166,INR
evt_9197ec3b,click,2026-06-01T01:43:45Z,2026-06-01T00:53:36Z,adv_1172,cmp_1172_3,banner_300x250,tablet,,0.2171,USD
evt_9097eaa8,impression,2026-06-01T19:19:50Z,2026-06-01T05:33:57Z,adv_1165,cmp_1165_1,banner_300x250,mobile,GB,0.0159,USD
evt_9797f5ad,click,2026-06-01T10:11:48Z,2026-06-03T13:59:34Z,adv_1158,cmp_1158_2,preroll,tablet,AU,0.1389,USD
evt_9697f41a,click,2026-06-01T03:09:19Z,2026-06-01T16:20:11Z,adv_1151,cmp_1151_2,interstitial,tablet,SG,0.6471,USD
evt_9597f287,impression,2026-06-01T01:13:56Z,2026-06-02T01:41:10Z,adv_1123,cmp_1123_3,banner_728x90,ctv,unknown,0.0169,USD
evt_9497f0f4,click,2026-06-01T08:35:58Z,2026-06-01T13:19:54Z,adv_1130,cmp_1130_2,interstitial,tablet,SG,0.2186,USD
evt_8b97e2c9,impression,2026-06-01T12:01:59Z,2026-06-01T22:36:09Z,adv_1144,cmp_1144_1,interstitial,tablet,unknown,0.0051,USD
evt_8b97e2c9,impression,2026-06-01T12:01:59Z,2026-06-01T22:36:09Z,adv_1144,cmp_1144_1,interstitial,tablet,unknown,0.0051,USD
evt_8a97e136,impression,2026-06-01T23:55:12Z,2026-06-01T07:20:04Z,adv_1130,cmp_1130_1,banner_300x250,mobile,IN,0.0145,USD
evt_d94ddd8,click,2026-06-01T10:16:35Z,2026-06-01T04:56:08Z,adv_1130,cmp_1130_1,preroll,desktop,unknown,0.5683,USD
evt_e94df6b,impression,2026-06-01T23:21:47Z,2026-06-01T17:01:19Z,adv_1158,cmp_1158_1,native_feed,tablet,DE,0.0159,USD
evt_f94e0fe,impression,2026-06-01T09:53:51Z,2026-06-01T10:39:02Z,adv_1137,cmp_1137_2,banner_300x250,mobile,,0.0060,INR
evt_1094e291,impression,2026-06-01T21:22:53Z,2026-06-01T15:35:31Z,adv_1172,cmp_1172_1,native_feed,ctv,US,0.0036,USD
evt_1194e424,click,2026-06-01T12:55:38Z,2026-06-01T08:48:36Z,adv_1137,cmp_1137_2,banner_728x90,ctv,unknown,0.4839,USD
evt_1294e5b7,impression,2026-06-01T00:06:22Z,2026-06-01T12:04:14Z,adv_1179,cmp_1179_3,interstitial,ctv,,0.0076,USD
evt_1394e74a,impression,2026-06-01T23:21:50Z,2026-06-01T22:11:18Z,adv_1151,cmp_1151_1,banner_300x250,ctv,US,0.0168,INR
evt_1494e8dd,impression,2026-06-01T02:35:41Z,2026-06-01T16:07:25Z,adv_1130,cmp_1130_1,banner_300x250,tablet,US,0.0100,USD
evt_594d140,impression,2026-06-01T07:35:04Z,2026-06-01T17:41:38Z,adv_1165,cmp_1165_1,interstitial,tablet,,0.0047,USD
evt_594d140,impression,2026-06-01T07:35:04Z,2026-06-01T17:41:38Z,adv_1165,cmp_1165_1,interstitial,tablet,,0.0047,USD
evt_694d2d3,impression,2026-06-01T16:08:07Z,2026-06-01T21:43:14Z,adv_1116,cmp_1116_2,preroll,tablet,SG,0.0188,USD
evt_821aeb24,impression,2026-06-01T02:43:54Z,2026-06-01T10:17:48Z,adv_1123,cmp_1123_2,interstitial,mobile,SG,0.0013,USD
evt_831aecb7,impression,2026-06-01T03:49:34Z,2026-06-01T01:41:01Z,adv_1109,cmp_1109_2,banner_728x90,tablet,DE,0.0100,INR
evt_841aee4a,impression,2026-06-01T14:33:38Z,2026-06-01T02:02:43Z,adv_1179,cmp_1179_1,banner_728x90,ctv,IN,0.0079,USD
evt_841aee4a,impression,2026-06-01T14:33:38Z,2026-06-01T02:02:43Z,adv_1179,cmp_1179_1,banner_728x90,ctv,IN,0.0079,USD
evt_851aefdd,click,2026-06-01T09:33:31Z,2026-06-01T08:06:56Z,adv_1186,cmp_1186_2,interstitial,tablet,IN,0.7884,USD
evt_7e1ae4d8,impression,2026-06-01T11:40:42Z,2026-06-01T08:25:30Z,adv_1116,cmp_1116_1,interstitial,desktop,GB,0.0039,USD
evt_7f1ae66b,impression,2026-06-01T06:14:46Z,2026-06-01T01:49:19Z,adv_1179,cmp_1179_2,interstitial,desktop,GB,0.0190,USD
evt_801ae7fe,impression,2026-06-01T20:23:20Z,2026-06-01T01:19:24Z,adv_1116,cmp_1116_2,native_feed,desktop,DE,0.0023,USD
evt_811ae991,impression,2026-06-01T00:57:48Z,2026-06-01T11:58:06Z,adv_1123,cmp_1123_3,interstitial,ctv,unknown,0.0013,USD
evt_7a1ade8c,impression,2026-06-01T03:14:22Z,2026-06-01T18:15:33Z,adv_1158,cmp_1158_1,preroll,desktop,,0.0073,INR
evt_7b1ae01f,impression,2026-06-01T03:21:01Z,2026-06-01T08:49:07Z,adv_1144,cmp_1144_3,preroll,tablet,CA,0.0113,USD
evt_81dfcad,impression,2026-06-01T12:03:31Z,2026-06-01T17:56:35Z,adv_1123,cmp_1123_3,banner_728x90,mobile,SG,0.0073,USD
evt_71dfb1a,impression,2026-06-01T17:22:48Z,2026-06-01T18:36:36Z,adv_981,cmp_981_x,interstitial,tablet,SG,0.0016,USD
evt_61df987,impression,2026-06-01T06:37:04Z,2026-06-01T00:25:07Z,adv_1123,cmp_1123_3,banner_300x250,desktop,unknown,0.0009,USD
evt_51df7f4,impression,2026-06-01T20:51:29Z,2026-06-01T13:58:21Z,adv_1151,cmp_1151_2,interstitial,ctv,SG,0.0064,USD
evt_41df661,impression,2026-06-01T22:17:54Z,2026-06-01T09:38:37Z,adv_1116,cmp_1116_1,interstitial,ctv,AU,0.0078,USD
evt_31df4ce,conversion,2026-06-01T14:56:57Z,2026-06-01T20:50:14Z,adv_1109,cmp_1109_2,preroll,tablet,US,0.0000,USD
evt_21df33b,click,2026-06-01T21:52:24Z,2026-06-01T01:19:13Z,adv_1186,cmp_1186_2,interstitial,tablet,CA,0.6767,USD
evt_11df1a8,impression,2026-06-01T08:33:58Z,2026-06-01T14:33:29Z,adv_1186,cmp_1186_1,interstitial,mobile,DE,0.0012,USD
evt_1df015,impression,2026-06-01T06:39:52Z,2026-06-01T06:08:35Z,adv_1186,cmp_1186_3,banner_300x250,ctv,AU,0.0097,USD
evt_ff1dee82,impression,2026-06-01T04:46:35Z,2026-06-01T04:01:22Z,adv_1179,cmp_1179_2,native_feed,desktop,US,0.0104,USD
evt_ee201256,impression,2026-06-01T16:38:49Z,2026-06-01T17:04:17Z,adv_1116,cmp_1116_1,banner_728x90,mobile,DE,0.0019,USD
evt_ef2013e9,impression,2026-06-01T19:48:38Z,2026-06-01T11:17:40Z,adv_1123,cmp_1123_1,banner_300x250,mobile,unknown,0.0029,USD
evt_ec200f30,impression,2026-06-01T00:56:53Z,2026-06-01T12:55:31Z,adv_1179,cmp_1179_3,banner_728x90,mobile,CA,0.0069,USD
evt_ed2010c3,impression,2026-06-01T10:37:46Z,2026-06-01T18:54:36Z,adv_1172,cmp_1172_1,interstitial,desktop,unknown,0.0058,USD
evt_f22018a2,click,2026-06-01T19:50:05Z,2026-06-01T08:54:09Z,adv_1130,cmp_1130_2,interstitial,tablet,CA,0.7451,USD
evt_f3201a35,impression,2026-06-01T07:40:14Z,2026-06-01T17:50:38Z,adv_1179,cmp_1179_1,preroll,mobile,unknown,0.0194,USD
evt_f020157c,impression,2026-06-01T05:45:19Z,2026-06-01T05:45:38Z,adv_1179,cmp_1179_1,banner_300x250,ctv,SG,0.0095,INR
evt_f120170f,impression,2026-06-01T05:57:45Z,2026-06-01T04:01:40Z,adv_1151,cmp_1151_3,interstitial,desktop,GB,0.0128,USD
evt_f6201eee,impression,2026-06-01T07:09:02Z,2026-06-01T16:55:56Z,adv_1116,cmp_1116_3,native_feed,ctv,US,0.0188,USD
evt_f7202081,impression,2026-06-01T05:41:59Z,2026-06-01T23:14:38Z,adv_1130,cmp_1130_2,banner_300x250,ctv,SG,0.0023,USD
evt_f4225a5f,impression,2026-06-01T08:55:00Z,2026-06-01T04:25:25Z,adv_1123,cmp_1123_1,interstitial,ctv,GB,0.0058,USD
evt_f32258cc,impression,2026-06-01T02:04:56Z,2026-06-01T02:21:52Z,adv_1165,cmp_1165_3,preroll,ctv,unknown,0.0108,USD
evt_f6225d85,impression,2026-06-01T03:42:34Z,2026-06-01T08:16:12Z,adv_1137,cmp_1137_3,interstitial,tablet,US,0.0043,USD
evt_f5225bf2,impression,2026-06-01T06:31:18Z,2026-06-01T01:18:42Z,adv_1137,cmp_1137_3,banner_728x90,tablet,GB,0.0148,USD
evt_f0225413,impression,2026-06-01T02:25:31Z,2026-06-01T18:01:00Z,adv_1151,cmp_1151_2,preroll,tablet,IN,0.0114,USD
evt_ef225280,impression,2026-06-01T04:20:16Z,2026-06-01T20:22:10Z,adv_1116,cmp_1116_3,preroll,desktop,GB,0.0040,USD
evt_f2225739,impression,2026-06-01T18:34:35Z,2026-06-01T20:42:11Z,adv_1158,cmp_1158_3,banner_300x250,tablet,unknown,0.0104,USD
evt_f12255a6,impression,2026-06-01T02:35:45Z,2026-06-01T07:25:18Z,adv_1123,cmp_1123_3,preroll,mobile,IN,0.0025,USD
evt_fc2266f7,impression,2026-06-01T15:23:54Z,2026-06-01T20:50:15Z,adv_1116,cmp_1116_1,banner_728x90,tablet,CA,0.0044,USD
evt_fb226564,impression,2026-06-01T16:22:27Z,2026-06-01T06:18:44Z,adv_1172,cmp_1172_3,preroll,tablet,SG,0.0037,USD
evt_ea110180,impression,2026-06-01T13:21:15Z,2026-06-01T09:17:45Z,adv_1144,cmp_1144_2,interstitial,tablet,SG,0.0024,USD
evt_eb110313,impression,2026-06-01T02:45:28Z,2026-06-01T09:43:10Z,adv_1116,cmp_1116_1,banner_728x90,ctv,IN,0.0088,USD
evt_ec1104a6,impression,2026-06-01T22:11:04Z,2026-06-01T02:49:35Z,adv_1165,cmp_1165_3,preroll,ctv,DE,0.0052,INR
evt_ed110639,impression,2026-06-01T10:09:17Z,2026-06-01T13:59:08Z,adv_1151,cmp_1151_3,preroll,ctv,US,0.0050,USD
evt_ee1107cc,impression,2026-06-01T11:35:00Z,2026-06-01T08:24:20Z,adv_1186,cmp_1186_3,preroll,tablet,GB,0.0030,USD
